ListingID,HostID,NeighbourhoodName,RoomTypeName,Latitude,Longitude,Price,Availability365,SnapshotDate
50030074,105243676,Ixelles,Entire home/apt,50.822636,4.376482,58.0,65,2025-06-21
50170557,404900902,Bruxelles,Entire home/apt,50.852013,4.365341,149.0,5,2025-06-21
50193459,405109564,Woluwe-Saint-Lambert,Entire home/apt,50.83805,4.43624,400.0,365,2025-06-21
50210123,37624174,Saint-Gilles,Entire home/apt,50.82704,4.35147,852.0,32,2025-06-21
50211741,404900902,Bruxelles,Entire home/apt,50.85251,4.36458,83.0,364,2025-06-21
50234363,33418363,Bruxelles,Entire home/apt,50.84655,4.38699,75.0,172,2025-06-21
50238009,30982140,Evere,Entire home/apt,50.86249,4.40588,73.0,273,2025-06-21
50252075,27839767,Watermael-Boitsfort,Entire home/apt,50.798737,4.414743,67.0,306,2025-06-21
50252495,109868907,Bruxelles,Entire home/apt,50.86635,4.34499,75.0,258,2025-06-21
50257276,405756675,Schaerbeek,Private room,50.86151,4.35949,39.0,104,2025-06-21
50276854,34963734,Uccle,Entire home/apt,50.79519,4.33589,150.0,362,2025-06-21
50281615,101463367,Bruxelles,Entire home/apt,50.842,4.34583,98.0,126,2025-06-21
50289375,47183087,Jette,Entire home/apt,50.87115,4.32681,202.0,365,2025-06-21
50289465,177320419,Saint-Gilles,Entire home/apt,50.83847,4.33992,86.0,329,2025-06-21
50289813,177320419,Saint-Gilles,Entire home/apt,50.83688,4.34006,219.0,340,2025-06-21
50323548,6592332,Woluwe-Saint-Lambert,Entire home/apt,50.83984,4.41479,112.0,167,2025-06-21
50324660,4903018,Ixelles,Entire home/apt,50.82946,4.3716,102.0,338,2025-06-21
50358362,22984282,Saint-Josse-ten-Noode,Entire home/apt,50.84843,4.37208,67.0,21,2025-06-21
50360049,189315430,Saint-Gilles,Entire home/apt,50.82764,4.35598,52.0,60,2025-06-21
50361697,406757075,Jette,Entire home/apt,50.88512,4.33526,166.0,208,2025-06-21
50368143,164925211,Molenbeek-Saint-Jean,Entire home/apt,50.86186,4.33564,51.0,153,2025-06-21
50398252,32736446,Uccle,Entire home/apt,50.81374,4.34748,65.0,6,2025-06-21
50416307,23766839,Bruxelles,Entire home/apt,50.84316,4.34302,206.0,239,2025-06-21
50417240,5364948,Bruxelles,Entire home/apt,50.8408544,4.3513408,421.0,52,2025-06-21
50474559,6117089,Saint-Gilles,Entire home/apt,50.826,4.34952,55.0,41,2025-06-21
50506278,212403994,Saint-Gilles,Entire home/apt,50.832989,4.35412,51.0,41,2025-06-21
50543560,408369512,Bruxelles,Entire home/apt,50.83568,4.34993,112.0,300,2025-06-21
50545212,445534753,Ixelles,Entire home/apt,50.83714,4.37358,81.0,26,2025-06-21
50557052,234583786,Bruxelles,Entire home/apt,50.84935681396358,4.339929849694866,156.0,140,2025-06-21
50612174,276585064,Ixelles,Entire home/apt,50.82278,4.36285,92.0,49,2025-06-21
50613303,348841984,Bruxelles,Private room,50.85169,4.34853,113.0,361,2025-06-21
50614129,348841984,Bruxelles,Private room,50.85183,4.34852,110.0,352,2025-06-21
50628097,348841984,Bruxelles,Private room,50.85184,4.34937,220.0,360,2025-06-21
50628284,348841984,Bruxelles,Private room,50.85241,4.34978,130.0,330,2025-06-21
50628472,348841984,Bruxelles,Private room,50.85387,4.34813,126.0,352,2025-06-21
50629629,409065014,Uccle,Entire home/apt,50.788563,4.342824,743.0,267,2025-06-21
50665022,409392653,Watermael-Boitsfort,Private room,50.80008,4.40547,46.0,331,2025-06-21
50692969,15118026,Forest,Private room,50.82051,4.32873,43.0,360,2025-06-21
50696091,15118026,Forest,Private room,50.82201,4.32851,50.0,364,2025-06-21
50696244,15118026,Forest,Private room,50.82236,4.32913,60.0,323,2025-06-21
50746510,410051042,Bruxelles,Private room,50.84983,4.34845,118.0,325,2025-06-21
50746511,410051042,Bruxelles,Private room,50.85005,4.34796,116.0,341,2025-06-21
50746516,410051042,Bruxelles,Private room,50.85057,4.34627,122.0,294,2025-06-21
50746520,410051042,Bruxelles,Private room,50.85133,4.34818,118.0,298,2025-06-21
50793716,25504519,Ixelles,Entire home/apt,50.81548,4.36863,100.0,362,2025-06-21
50817763,23082521,Saint-Josse-ten-Noode,Private room,50.85336,4.37547,38.0,320,2025-06-21
50825243,5713701,Uccle,Entire home/apt,50.80788,4.35427,300.0,362,2025-06-21
50828303,19435520,Etterbeek,Private room,50.83666,4.38422,50.0,31,2025-06-21
50833662,17726109,Uccle,Entire home/apt,50.81547,4.35821,60.0,176,2025-06-21
50873361,5632099,Bruxelles,Entire home/apt,50.850105,4.347773,108.0,341,2025-06-21
50912267,411655860,Bruxelles,Entire home/apt,50.85338,4.35043,277.0,118,2025-06-21
50951984,220522566,Saint-Gilles,Entire home/apt,50.83115,4.3431,164.0,239,2025-06-21
50952403,199771171,Bruxelles,Private room,50.87062,4.36196,23.0,112,2025-06-21
51010304,183641759,Bruxelles,Entire home/apt,50.848828,4.354588,91.0,231,2025-06-21
51012106,27140899,Uccle,Entire home/apt,50.80795,4.36546,57.0,343,2025-06-21
51122913,9608272,Bruxelles,Entire home/apt,50.84882,4.3625,88.0,17,2025-06-21
51133125,85256844,Bruxelles,Entire home/apt,50.85527,4.34653,108.0,357,2025-06-21
51142535,24333904,Bruxelles,Entire home/apt,50.84192,4.38461,139.0,34,2025-06-21
51165164,23417050,Bruxelles,Entire home/apt,50.85204758101146,4.35213373025717,203.0,305,2025-06-21
51165544,23417050,Bruxelles,Entire home/apt,50.8503062114169,4.352063839291757,225.0,253,2025-06-21
51166217,23417050,Bruxelles,Entire home/apt,50.85188,4.35201,166.0,280,2025-06-21
51170219,30459002,Schaerbeek,Entire home/apt,50.86551,4.36268,91.0,284,2025-06-21
51211648,406430494,Watermael-Boitsfort,Private room,50.79847,4.42095,36.0,36,2025-06-21
51213719,414554712,Anderlecht,Private room,50.83337,4.30547,102.0,221,2025-06-21
51213929,12419606,Koekelberg,Entire home/apt,50.86569,4.32028,81.0,223,2025-06-21
51223173,159487516,Forest,Entire home/apt,50.8218,4.32388,88.0,356,2025-06-21
51223249,23417050,Bruxelles,Entire home/apt,50.85213,4.3543,147.0,266,2025-06-21
51224246,23417050,Bruxelles,Entire home/apt,50.85194817018541,4.3531690411937385,124.0,313,2025-06-21
51224247,23417050,Bruxelles,Entire home/apt,50.85159,4.35197,143.0,317,2025-06-21
51224807,23417050,Bruxelles,Entire home/apt,50.85185,4.35325,115.0,267,2025-06-21
51246370,406757075,Jette,Entire home/apt,50.88561,4.33674,156.0,229,2025-06-21
51275397,86488773,Molenbeek-Saint-Jean,Entire home/apt,50.85545504201869,4.330357845186755,74.0,261,2025-06-21
51438801,23082521,Bruxelles,Entire home/apt,50.84967,4.38139,35.0,141,2025-06-21
51446228,276585064,Bruxelles,Entire home/apt,50.84972,4.3551,54.0,35,2025-06-21
51478442,291264494,Schaerbeek,Entire home/apt,50.84958267211914,4.4015889167785645,114.0,194,2025-06-21
51484874,6148353,Watermael-Boitsfort,Entire home/apt,50.80612,4.41764,86.0,21,2025-06-21
51508159,172298771,Ixelles,Entire home/apt,50.82989,4.37415,124.0,361,2025-06-21
51551353,221340729,Bruxelles,Entire home/apt,50.84695,4.35278,385.0,37,2025-06-21
51551567,381980880,Bruxelles,Entire home/apt,50.84781,4.38082,86.0,245,2025-06-21
51580163,100215938,Forest,Private room,50.80977,4.32925,95.0,346,2025-06-21
51587193,140799069,Molenbeek-Saint-Jean,Private room,50.8561,4.32535,46.0,359,2025-06-21
51592996,417955768,Anderlecht,Entire home/apt,50.840824,4.337726,81.0,347,2025-06-21
51668028,1446230,Bruxelles,Entire home/apt,50.84396,4.34375,54.0,240,2025-06-21
51728819,135050058,Molenbeek-Saint-Jean,Entire home/apt,50.85146,4.31673,85.0,8,2025-06-21
51751949,403775438,Molenbeek-Saint-Jean,Entire home/apt,50.8595,4.31393,143.0,255,2025-06-21
51759190,10148471,Bruxelles,Entire home/apt,50.84466,4.34487,81.0,42,2025-06-21
51817162,76809907,Saint-Gilles,Private room,50.828911,4.354088,70.0,175,2025-06-21
51841851,100215938,Forest,Private room,50.8101,4.33118,99.0,321,2025-06-21
51901189,27839767,Watermael-Boitsfort,Entire home/apt,50.7999,4.41541,69.0,323,2025-06-21
51906872,420422956,Ixelles,Entire home/apt,50.818439,4.362562,180.0,85,2025-06-21
51908334,218646660,Ixelles,Private room,50.82807,4.37578,136.0,198,2025-06-21
51916715,420492745,Ixelles,Private room,50.82827,4.36031,37.0,154,2025-06-21
51949620,46277977,Ixelles,Entire home/apt,50.82256,4.3648,262.0,26,2025-06-21
51986000,31065709,Schaerbeek,Entire home/apt,50.8746,4.38074,75.0,115,2025-06-21
51996705,419323526,Woluwe-Saint-Lambert,Entire home/apt,50.85237,4.4266,101.0,23,2025-06-21
52047789,81829772,Etterbeek,Private room,50.83012,4.40512,55.0,290,2025-06-21
52056582,59570240,Saint-Gilles,Entire home/apt,50.83095,4.34085,64.0,101,2025-06-21
52066068,5562603,Saint-Josse-ten-Noode,Entire home/apt,50.84992,4.37096,143.0,50,2025-06-21
52083266,132434466,Jette,Private room,50.87734,4.33416,36.0,293,2025-06-21
52089532,126003814,Woluwe-Saint-Pierre,Entire home/apt,50.82667,4.45251,208.0,242,2025-06-21
52106333,221842538,Etterbeek,Entire home/apt,50.83749,4.39222,90.0,11,2025-06-21
52127795,13984074,Bruxelles,Entire home/apt,50.8908576965332,4.332887172698975,225.0,1,2025-06-21
52127884,183675134,Anderlecht,Private room,50.8246366364818,4.291215492910672,43.0,318,2025-06-21
52162277,132434466,Jette,Private room,50.87528,4.33291,36.0,294,2025-06-21
52183115,422423510,Ixelles,Entire home/apt,50.81946,4.36352,152.0,41,2025-06-21
52187379,422643413,Uccle,Entire home/apt,50.81222,4.34262,101.0,283,2025-06-21
52204169,157660525,Bruxelles,Entire home/apt,50.8213,4.36913,70.0,333,2025-06-21
52255598,9850389,Ixelles,Entire home/apt,50.817001,4.354131,144.0,203,2025-06-21
52318371,423431027,Uccle,Entire home/apt,50.79407,4.35614,40.0,357,2025-06-21
52342738,50176192,Woluwe-Saint-Pierre,Entire home/apt,50.83259,4.44082,91.0,319,2025-06-21
52381065,154721531,Forest,Entire home/apt,50.81558,4.34632,90.0,301,2025-06-21
52384756,36053476,Woluwe-Saint-Lambert,Entire home/apt,50.84831,4.41496,78.0,202,2025-06-21
52400951,12419606,Koekelberg,Entire home/apt,50.86548,4.31988,75.0,46,2025-06-21
52405589,168646763,Ixelles,Entire home/apt,50.83515015103907,4.363026008598321,73.0,183,2025-06-21
52455640,49156068,Anderlecht,Entire home/apt,50.838776,4.332492,93.0,273,2025-06-21
52468365,90607398,Bruxelles,Entire home/apt,50.87825,4.345,225.0,114,2025-06-21
52485376,18197196,Bruxelles,Private room,50.84495,4.35399,184.0,292,2025-06-21
52485405,18197196,Bruxelles,Private room,50.8440835236237,4.3532559981475805,169.0,295,2025-06-21
52503561,210722287,Bruxelles,Entire home/apt,50.82412,4.36912,450.0,291,2025-06-21
52527662,4626194,Etterbeek,Entire home/apt,50.83769,4.38163,100.0,37,2025-06-21
52549533,11680981,Molenbeek-Saint-Jean,Entire home/apt,50.86347,4.31218,45.0,113,2025-06-21
52579269,25379547,Auderghem,Entire home/apt,50.81906,4.40637,90.0,53,2025-06-21
52606200,105950831,Bruxelles,Entire home/apt,50.844337463378906,4.34425687789917,67.0,346,2025-06-21
52608363,10074664,Uccle,Entire home/apt,50.81113,4.33982,220.0,96,2025-06-21
52609915,47404491,Saint-Gilles,Private room,50.82978395971296,4.341599146032729,43.0,152,2025-06-21
52610612,193055203,Uccle,Entire home/apt,50.79601062955865,4.352311130904993,78.0,57,2025-06-21
52644121,424118065,Schaerbeek,Entire home/apt,50.85536,4.38894,62.0,53,2025-06-21
52644710,424118065,Saint-Gilles,Entire home/apt,50.83274,4.35198,72.0,48,2025-06-21
52645007,424118065,Ixelles,Entire home/apt,50.82914,4.35807,67.0,41,2025-06-21
52645704,424118065,Ixelles,Entire home/apt,50.82489849153449,4.364392902172323,97.0,167,2025-06-21
52683344,6570614,Schaerbeek,Entire home/apt,50.85467,4.38281,69.0,203,2025-06-21
52727512,424118065,Bruxelles,Entire home/apt,50.83466,4.35286,95.0,45,2025-06-21
52727654,23417050,Bruxelles,Entire home/apt,50.85247,4.35443,215.0,280,2025-06-21
52727745,23417050,Bruxelles,Entire home/apt,50.85216,4.35343,191.0,296,2025-06-21
52751002,22961994,Bruxelles,Entire home/apt,50.83938,4.35216,43.0,41,2025-06-21
52754557,16743282,Bruxelles,Private room,50.83601,4.34999,80.0,81,2025-06-21
52764669,424118065,Bruxelles,Entire home/apt,50.85229,4.35166,76.0,57,2025-06-21
52767733,36789361,Uccle,Entire home/apt,50.79005,4.34085,252.0,190,2025-06-21
52767806,118308536,Bruxelles,Entire home/apt,50.84747,4.38739,65.0,95,2025-06-21
52770716,51641885,Auderghem,Entire home/apt,50.8110788450217,4.436443077224185,120.0,82,2025-06-21
52770724,51641885,Auderghem,Private room,50.81105,4.43639,56.0,81,2025-06-21
52773315,399058407,Saint-Josse-ten-Noode,Entire home/apt,50.84756,4.37073,135.0,152,2025-06-21
52773522,343916387,Schaerbeek,Private room,50.859,4.39851,41.0,323,2025-06-21
52783536,293046091,Forest,Entire home/apt,50.816067,4.34888,79.0,336,2025-06-21
52783935,293046091,Forest,Entire home/apt,50.81714,4.34989,70.0,358,2025-06-21
52790783,15553915,Bruxelles,Entire home/apt,50.8479,4.35339,121.0,60,2025-06-21
52826710,297302228,Auderghem,Private room,50.81274,4.42361,43.0,219,2025-06-21
52835009,138855264,Watermael-Boitsfort,Entire home/apt,50.80761,4.40162,72.0,207,2025-06-21
52836717,427783506,Bruxelles,Entire home/apt,50.86526,4.35119,89.0,310,2025-06-21
52851429,9456849,Uccle,Private room,50.80428,4.35553,110.0,83,2025-06-21
52854297,9766210,Schaerbeek,Private room,50.86045,4.3628,35.0,362,2025-06-21
52860575,220747665,Forest,Entire home/apt,50.81703,4.32654,57.0,31,2025-06-21
52867072,31748957,Molenbeek-Saint-Jean,Entire home/apt,50.85917,4.34284,178.0,6,2025-06-21
52874221,30102421,Bruxelles,Entire home/apt,50.85353478106736,4.348450302727039,113.0,309,2025-06-21
52908497,9766210,Schaerbeek,Private room,50.86163,4.36284,32.0,177,2025-06-21
52911377,428357048,Anderlecht,Entire home/apt,50.8483,4.30881,72.0,14,2025-06-21
52920549,20973036,Saint-Josse-ten-Noode,Private room,50.85264,4.3698,70.0,149,2025-06-21
52947152,19826198,Ixelles,Entire home/apt,50.83362,4.36047,119.0,365,2025-06-21
52964614,42115543,Uccle,Entire home/apt,50.81121,4.34608,95.0,313,2025-06-21
52974011,41791055,Molenbeek-Saint-Jean,Entire home/apt,50.85753,4.31606,95.0,4,2025-06-21
53008452,88851119,Bruxelles,Private room,50.86603886285192,4.3435927665343215,52.0,67,2025-06-21
53027632,16640998,Forest,Entire home/apt,50.82709075489314,4.334531697814672,81.0,194,2025-06-21
53046701,218189288,Bruxelles,Entire home/apt,50.89934,4.3615,124.0,57,2025-06-21
53101269,406796783,Etterbeek,Entire home/apt,50.83032,4.38619,75.0,208,2025-06-21
53101801,422705025,Woluwe-Saint-Pierre,Entire home/apt,50.83477012624295,4.430790350832654,231.0,321,2025-06-21
53123745,399058407,Saint-Josse-ten-Noode,Entire home/apt,50.84751,4.37304,135.0,145,2025-06-21
53124074,53168708,Schaerbeek,Entire home/apt,50.84949,4.40049,76.0,177,2025-06-21
53154033,42115543,Uccle,Entire home/apt,50.81121,4.34608,95.0,322,2025-06-21
53208655,15984646,Bruxelles,Entire home/apt,50.844,4.35255,140.0,257,2025-06-21
53215733,96776033,Saint-Gilles,Entire home/apt,50.83417,4.35273,65.0,215,2025-06-21
53245900,401107544,Woluwe-Saint-Pierre,Entire home/apt,50.83784,4.42204,134.0,241,2025-06-21
53251592,172298771,Ixelles,Entire home/apt,50.82868,4.36982,148.0,364,2025-06-21
53255141,13558502,Bruxelles,Entire home/apt,50.84095,4.3589,178.0,150,2025-06-21
53302678,419323526,Bruxelles,Entire home/apt,50.8498,4.355,86.0,50,2025-06-21
53303864,419323526,Bruxelles,Entire home/apt,50.84822,4.35561,86.0,11,2025-06-21
53305645,11729855,Saint-Josse-ten-Noode,Private room,50.85277,4.37421,70.0,125,2025-06-21
53310220,131637968,Saint-Gilles,Entire home/apt,50.83045,4.34188,91.0,11,2025-06-21
53323106,113828899,Watermael-Boitsfort,Entire home/apt,50.8095,4.40617,198.0,47,2025-06-21
53336837,399058407,Bruxelles,Private room,50.84576,4.37104,106.0,123,2025-06-21
53353100,431981132,Anderlecht,Entire home/apt,50.82746,4.28814,81.0,143,2025-06-21
53361330,419323526,Bruxelles,Entire home/apt,50.84973,4.35409,155.0,26,2025-06-21
53362555,419323526,Bruxelles,Entire home/apt,50.84767,4.35394,190.0,46,2025-06-21
53370190,430343021,Ixelles,Private room,50.82062,4.3544,159.0,358,2025-06-21
53370519,430343021,Ixelles,Private room,50.82063,4.35431,177.0,350,2025-06-21
53370683,430343021,Saint-Gilles,Private room,50.82172,4.35378,191.0,346,2025-06-21
53454142,45312516,Schaerbeek,Entire home/apt,50.84918,4.39088,90.0,65,2025-06-21
53474268,386330708,Ixelles,Entire home/apt,50.83415,4.36478,63.0,78,2025-06-21
53490080,433142844,Anderlecht,Entire home/apt,50.8303,4.31578,110.0,229,2025-06-21
53495139,25379547,Auderghem,Entire home/apt,50.81841,4.40772,108.0,20,2025-06-21
53528171,433446852,Saint-Josse-ten-Noode,Entire home/apt,50.850235,4.371551,78.0,299,2025-06-21
53559024,433674967,Molenbeek-Saint-Jean,Private room,50.85506,4.30901,43.0,159,2025-06-21
53606137,434108426,Anderlecht,Entire home/apt,50.8371,4.33393,97.0,246,2025-06-21
53629047,267593651,Bruxelles,Entire home/apt,50.84623,4.35336,76.0,187,2025-06-21
53635105,86862206,Anderlecht,Entire home/apt,50.83285,4.32881,124.0,332,2025-06-21
53658328,7374840,Ixelles,Private room,50.83479,4.36494,69.0,11,2025-06-21
53667553,434610522,Bruxelles,Entire home/apt,50.83941,4.35576,165.0,51,2025-06-21
53681212,1444110,Forest,Entire home/apt,50.81553,4.34431,144.0,128,2025-06-21
53716551,172298771,Ixelles,Entire home/apt,50.83673,4.37007,177.0,339,2025-06-21
53718879,4894156,Etterbeek,Entire home/apt,50.83517,4.39159,73.0,352,2025-06-21
53766585,62094464,Saint-Gilles,Private room,50.83354949951172,4.339882850646973,61.0,146,2025-06-21
53808115,70498174,Bruxelles,Entire home/apt,50.85086,4.34597,68.0,105,2025-06-21
53840739,162789255,Koekelberg,Entire home/apt,50.86037,4.32897,77.0,273,2025-06-21
53844840,420233728,Uccle,Entire home/apt,50.81147,4.35614,162.0,364,2025-06-21
53847837,180513668,Bruxelles,Entire home/apt,50.84731,4.35455,114.0,64,2025-06-21
53864164,180513668,Bruxelles,Entire home/apt,50.84613,4.35419,113.0,55,2025-06-21
53920383,53168019,Ixelles,Entire home/apt,50.82795,4.36097,84.0,21,2025-06-21
53933111,7214023,Saint-Gilles,Entire home/apt,50.8286,4.33801,63.0,7,2025-06-21
53976902,172298771,Bruxelles,Entire home/apt,50.84397,4.34172,157.0,352,2025-06-21
53995691,43689154,Schaerbeek,Entire home/apt,50.8571,4.39086,75.0,321,2025-06-21
53996354,6018684,Anderlecht,Entire home/apt,50.84149169921875,4.3288350105285645,68.0,301,2025-06-21
54045774,437033500,Saint-Josse-ten-Noode,Entire home/apt,50.85212,4.37741,74.0,355,2025-06-21
54047799,356732002,Bruxelles,Entire home/apt,50.8501219,4.3480225,176.0,45,2025-06-21
54055417,84642707,Molenbeek-Saint-Jean,Entire home/apt,50.86129,4.34046,91.0,113,2025-06-21
54091514,7213383,Bruxelles,Entire home/apt,50.89913,4.38979,117.0,17,2025-06-21
54100899,17256403,Ixelles,Private room,50.8237,4.37996,64.0,358,2025-06-21
54105822,406917530,Bruxelles,Entire home/apt,50.87872,4.35525,100.0,363,2025-06-21
54145208,438959694,Bruxelles,Private room,50.8339,4.34456,60.0,34,2025-06-21
54153619,24908190,Ixelles,Entire home/apt,50.82954,4.377,72.0,160,2025-06-21
54191571,31613327,Ixelles,Entire home/apt,50.83058,4.3685,140.0,200,2025-06-21
54194159,276447049,Uccle,Private room,50.80741,4.34803,119.0,365,2025-06-21
54195620,247936249,Bruxelles,Entire home/apt,50.85526,4.35191,82.0,278,2025-06-21
54203502,439489556,Molenbeek-Saint-Jean,Private room,50.86024,4.30435,81.0,117,2025-06-21
54208726,5008954,Schaerbeek,Entire home/apt,50.87644,4.38121,81.0,55,2025-06-21
54223603,438959694,Bruxelles,Private room,50.83514,4.34467,60.0,37,2025-06-21
54223712,438959694,Bruxelles,Private room,50.83351,4.34655,51.0,44,2025-06-21
54255496,125461856,Evere,Private room,50.86818,4.4,150.0,89,2025-06-21
54264347,419576211,Evere,Entire home/apt,50.87813,4.40703,62.0,247,2025-06-21
54273529,521397,Saint-Gilles,Private room,50.82542,4.35684,74.0,85,2025-06-21
54285250,2271539,Ixelles,Entire home/apt,50.83677,4.37605,106.0,362,2025-06-21
54325411,37416248,Bruxelles,Private room,50.84725,4.35521,72.0,242,2025-06-21
537441327163907179,13723346,Saint-Gilles,Private room,50.82248,4.35102,52.0,318,2025-06-21
538402723712535336,70885488,Bruxelles,Entire home/apt,50.87598,4.35619,65.0,352,2025-06-21
545572411455874028,4310003,Woluwe-Saint-Lambert,Private room,50.845,4.41736,48.0,200,2025-06-21
546929189230178907,159304546,Anderlecht,Entire home/apt,50.84066,4.33812,64.0,204,2025-06-21
547813974113162571,430062270,Bruxelles,Entire home/apt,50.84448,4.35181,284.0,119,2025-06-21
548349536893796229,45135725,Etterbeek,Entire home/apt,50.83752,4.39065,100.0,336,2025-06-21
548419670793504601,4310003,Woluwe-Saint-Lambert,Private room,50.84848,4.41823,47.0,269,2025-06-21
550648604146824615,29320068,Bruxelles,Entire home/apt,50.82908,4.36161,128.0,332,2025-06-21
550805681213794365,442693150,Molenbeek-Saint-Jean,Entire home/apt,50.84972,4.33481,86.0,3,2025-06-21
553068979291851694,188939885,Berchem-Sainte-Agathe,Entire home/apt,50.86324,4.28772,500.0,358,2025-06-21
555691136334034640,401181092,Saint-Josse-ten-Noode,Entire home/apt,50.856049,4.367471,193.0,271,2025-06-21
556318218115138123,12419606,Koekelberg,Entire home/apt,50.86501,4.32047,74.0,90,2025-06-21
557245228679368929,419323526,Ixelles,Entire home/apt,50.83804,4.36377,104.0,49,2025-06-21
558255505764090433,444259396,Bruxelles,Entire home/apt,50.83755437912558,4.35921666334697,69.0,313,2025-06-21
558273943472132182,401181092,Saint-Josse-ten-Noode,Entire home/apt,50.856049,4.367471,193.0,285,2025-06-21
559088456062627963,298150421,Bruxelles,Private room,50.85469,4.3543,58.0,14,2025-06-21
559329502470749463,42578255,Schaerbeek,Entire home/apt,50.87289,4.38574,82.0,326,2025-06-21
559849349396676005,39944963,Bruxelles,Entire home/apt,50.84882,4.3511,129.0,88,2025-06-21
560494596928743144,28205076,Ixelles,Entire home/apt,50.81608,4.35274,135.0,359,2025-06-21
562231601835643917,2352279,Saint-Josse-ten-Noode,Entire home/apt,50.852,4.37246,60.0,231,2025-06-21
562329346073575627,434418981,Schaerbeek,Entire home/apt,50.84932,4.40844,92.0,257,2025-06-21
562690473618135291,34196304,Bruxelles,Entire home/apt,50.84507,4.34841,88.0,17,2025-06-21
562923435505366535,26194653,Bruxelles,Private room,50.89092,4.33605,65.0,62,2025-06-21
562937861845605556,14204197,Bruxelles,Private room,50.85508,4.35194,58.0,363,2025-06-21
563455744703671036,23082521,Saint-Josse-ten-Noode,Private room,50.85319,4.3758,35.0,172,2025-06-21
563625832767687902,445350998,Bruxelles,Entire home/apt,50.847027,4.352394,123.0,180,2025-06-21
563766865455542848,121684782,Bruxelles,Private room,50.85317,4.34323,71.0,214,2025-06-21
564400551183584259,8883650,Forest,Entire home/apt,50.81828,4.32963,72.0,50,2025-06-21
565117808952434368,27842849,Bruxelles,Entire home/apt,50.84491,4.34433,108.0,124,2025-06-21
565206320135742800,2315621,Schaerbeek,Entire home/apt,50.8522,4.39049,39.0,114,2025-06-21
565607137904126457,63599127,Woluwe-Saint-Pierre,Entire home/apt,50.83737,4.43013,85.0,245,2025-06-21
566387765400417673,445940280,Bruxelles,Entire home/apt,50.85236,4.34366,90.0,269,2025-06-21
566428431722674289,445350998,Bruxelles,Entire home/apt,50.847023,4.352386,193.0,147,2025-06-21
566502421054595807,445350998,Bruxelles,Entire home/apt,50.846996,4.352419,225.0,120,2025-06-21
566583714674685519,7072576,Bruxelles,Entire home/apt,50.85384,4.34269,126.0,362,2025-06-21
567245961578533710,87496835,Evere,Private room,50.85937,4.41612,46.0,171,2025-06-21
567251773203448258,446146666,Bruxelles,Entire home/apt,50.84309,4.34677,84.0,251,2025-06-21
567775243771394053,282184922,Woluwe-Saint-Lambert,Private room,50.84163,4.42274,80.0,332,2025-06-21
568578056715201091,446462146,Watermael-Boitsfort,Entire home/apt,50.81115,4.39661,61.0,355,2025-06-21
568663258335966596,445350998,Bruxelles,Entire home/apt,50.846992,4.352421,142.0,157,2025-06-21
568676499831439547,445350998,Bruxelles,Entire home/apt,50.846905,4.35233,137.0,157,2025-06-21
569903165540777111,4878321,Ixelles,Private room,50.83014,4.37064,66.0,67,2025-06-21
570350393694619091,24824530,Woluwe-Saint-Lambert,Entire home/apt,50.84853,4.42097,100.0,324,2025-06-21
571469994438495012,445940280,Bruxelles,Entire home/apt,50.85236,4.34366,83.0,220,2025-06-21
571819481894104684,443601012,Schaerbeek,Entire home/apt,50.853271,4.381265,160.0,175,2025-06-21
572395535640720793,6837500,Uccle,Entire home/apt,50.79456,4.36647,122.0,361,2025-06-21
572491850580419174,140698260,Uccle,Entire home/apt,50.80634,4.33703,74.0,216,2025-06-21
575098029050458534,419323526,Ixelles,Private room,50.82811,4.35774,115.0,65,2025-06-21
576018070168673880,448067008,Bruxelles,Entire home/apt,50.84538,4.34634,199.0,137,2025-06-21
577236181810582932,270933983,Bruxelles,Private room,50.8239,4.36707,95.0,173,2025-06-21
577236604000066312,270933983,Bruxelles,Private room,50.82465,4.36605,90.0,324,2025-06-21
577979252713040972,35636245,Uccle,Entire home/apt,50.810772,4.357787,77.0,312,2025-06-21
578003784905171429,36547096,Anderlecht,Private room,50.8390770492852,4.334968131285562,64.0,269,2025-06-21
578084043951766740,158048629,Woluwe-Saint-Pierre,Entire home/apt,50.84062,4.46641,174.0,305,2025-06-21
579740924317107547,74296163,Forest,Private room,50.81636,4.32565,68.0,36,2025-06-21
581021908784693185,3250167,Bruxelles,Entire home/apt,50.85204,4.35005,93.0,48,2025-06-21
581200436400915902,2046637,Schaerbeek,Entire home/apt,50.86144,4.37069,159.0,344,2025-06-21
581679042263259519,449345273,Etterbeek,Entire home/apt,50.84271,4.39704,70.0,81,2025-06-21
581751325585010844,9158293,Forest,Entire home/apt,50.815552,4.346765,53.0,349,2025-06-21
581947129332657670,313276804,Bruxelles,Entire home/apt,50.84775656084904,4.348121560826911,134.0,249,2025-06-21
582309259688655619,30426034,Bruxelles,Entire home/apt,50.89472,4.43023,76.0,171,2025-06-21
582419466660663606,14513835,Ixelles,Entire home/apt,50.8286,4.36722,100.0,258,2025-06-21
582424352252765373,42796252,Schaerbeek,Entire home/apt,50.84908,4.3964,54.0,265,2025-06-21
583112167702997722,14560497,Etterbeek,Entire home/apt,50.82932,4.4033,150.0,346,2025-06-21
583231913608383875,17260421,Woluwe-Saint-Lambert,Entire home/apt,50.84929,4.4216,26.0,7,2025-06-21
583787387367708028,111513889,Bruxelles,Entire home/apt,50.84598,4.35072,140.0,358,2025-06-21
